"Category","Minifilter","Altitude","Company"
"FSFilter Activity Monitor","ktsyncfsflt.sys","365920","KnowledgeTree Inc."
"FSFilter Activity Monitor","nvmon.sys","365900","NetVision, Inc."
"FSFilter Activity Monitor","SnDacs.sys","365810","Informzaschita"
"FSFilter Activity Monitor","SnExequota.sys","365800","Informzaschita"
"FSFilter Activity Monitor","llfilter.sys","365700","SecureAxis Software"
"FSFilter Activity Monitor","hafsnk.sys","365660","HA Unix Pt"
"FSFilter Activity Monitor","DgeDriver.sys","365655","Dell Software Inc."
"FSFilter Activity Monitor","BWFSDrv.sys","365650","Quest Software Inc."
"FSFilter Activity Monitor","CAADFlt.sys","365601","Quest Software Inc."
"FSFilter Activity Monitor","QFAPFlt.sys","365600","Quest Software"
"FSFilter Activity Monitor","XendowFLT.sys","365570","Credant Technologies"
"FSFilter Activity Monitor","fmdrive.sys","365500","Cigital, Inc."
"FSFilter Activity Monitor","EGMinFlt.sys","365400","WhiteCell Software Inc."
"FSFilter Activity Monitor","ddapm.sys","365355.5","Datadog"
"FSFilter Activity Monitor","it2reg.sys","365315","Soliton Systems"
"FSFilter Activity Monitor","it2drv.sys","365310","Soliton Systems"
"FSFilter Activity Monitor","solitkm.sys","365300","Soliton Systems"
"FSFilter Activity Monitor","pgpwdefs.sys","365270","Symantec"
"FSFilter Activity Monitor","GEProtection.sys","365260","Symantec"
"FSFilter Activity Monitor","diflt.sys","365260","Symantec Corp."
"FSFilter Activity Monitor","sysMon.sys","365250","Symantec"
"FSFilter Activity Monitor","ssrfsf.sys","365210","Symantec"
"FSFilter Activity Monitor","emxdrv2.sys","365200","Symantec"
"FSFilter Activity Monitor","reghook.sys","365150","Symantec"
"FSFilter Activity Monitor","spbbcdrv.sys","365100","Symantec"
"FSFilter Activity Monitor","bhdrvx86.sys","365100","Symantec"
"FSFilter Activity Monitor","bhdrvx64.sys","365100","Symantec"
"FSFilter Activity Monitor","symevnt.sys","365090","Broadcom"
"FSFilter Activity Monitor","symevnt32.sys","365090","Broadcom"
"FSFilter Activity Monitor","SISIPSFileFilter","365010","Symantec"
"FSFilter Activity Monitor","symevent.sys","365000","Symantec"
"FSFilter Activity Monitor","BHDrvx64.sys","364970","NortonLifeLock Inc"
"FSFilter Activity Monitor","BHDrvx86.sys","364970","NortonLifeLock Inc"
"FSFilter Activity Monitor","symevnt.sys","364960","NortonLifeLock Inc"
"FSFilter Activity Monitor","symevnt32.sys","364960","NortonLifeLock Inc"
"FSFilter Activity Monitor","SymEvent.sys","364950","NortonLifeLock Inc"
"FSFilter Activity Monitor","wrpfv.sys","364900","Microsoft"
"FSFilter Activity Monitor","UpGuardRealTime.sys","364810","UpGuard"
"FSFilter Activity Monitor","usbl_ifsfltr.sys","364800","SecureAxis"
"FSFilter Activity Monitor","ntfsf.sys","364700","Sun&Moon Rise"
"FSFilter Activity Monitor","BssAudit.sys","364600","ByStorm"
"FSFilter Activity Monitor","GPMiniFIlter.sys","364500","Kalpataru"
"FSFilter Activity Monitor","AlfaFF.sys","364400","Alfa"
"FSFilter Activity Monitor","360disproc.sys","364310.5","360 Software (Beijing)"
"FSFilter Activity Monitor","FSAFilter.sys","364300","ScriptLogic"
"FSFilter Activity Monitor","GcfFilter.sys","364200","GemacmbH"
"FSFilter Activity Monitor","FFCFILT.SYS","364100","FFC Limited"
"FSFilter Activity Monitor","msnfsflt.sys","364000","Microsoft"
"FSFilter Activity Monitor","mblmon.sys","363900","Packeteer"
"FSFilter Activity Monitor","amsfilter.sys","363800","Axur Information Sec."
"FSFilter Activity Monitor","rswctrl.sys","363713","Douzone Bizon Co"
"FSFilter Activity Monitor","mcstrg.sys","363712","Douzone Bizon Co"
"FSFilter Activity Monitor","fmkkc.sys","363711","Douzone Bizon Co"
"FSFilter Activity Monitor","nmlhssrv01.sys","363710","Douzone Bizon Co"
"FSFilter Activity Monitor","equ8_helper.sys","363705","Int3 Software AB"
"FSFilter Activity Monitor","strapvista.sys (retired)","363700","AvSoft Technologies"
"FSFilter Activity Monitor","SAFE-Agent.sys","363636","SAFE-Cyberdefense"
"FSFilter Activity Monitor","EstPrmon.sys","363610","ESTsoft corp."
"FSFilter Activity Monitor","Estprp.sys - 64bit","363610","ESTsoft corp."
"FSFilter Activity Monitor","EstRegmon.sys","363600","ESTsoft corp."
"FSFilter Activity Monitor","EstRegp.sys - 64bit","363600","ESTsoft corp."
"FSFilter Activity Monitor","EMAC-Driver-x64.sys","363570","EMAC LAB"
"FSFilter Activity Monitor","HuntMon.sys","363558.5","Huntress Labs Inc"
"FSFilter Activity Monitor","agfsmon.sys","363530","TechnoKom Ltd."
"FSFilter Activity Monitor","NlxFF.sys","363520","OnGuard Systems LLC"
"FSFilter Activity Monitor","Sahara.sys","363511","Safend"
"FSFilter Activity Monitor","Santa.sys","363510","Safend"
"FSFilter Activity Monitor","vfdrv.sys","363500","Viewfinity"
"FSFilter Activity Monitor","topdogfsfilt.sys","363450","ManTech"
"FSFilter Activity Monitor","mamflt.sys","363430","Mirekusoft LLC"
"FSFilter Activity Monitor","sfac.sys","363420","SoulFrost"
"FSFilter Activity Monitor","xhunter64.sys","363400","Wellbia.com"
"FSFilter Activity Monitor","uncheater.sys","363390","Wellbia.com"
"FSFilter Activity Monitor","AuditFlt.sys","363313","Ionx Solutions LLP"
"FSFilter Activity Monitor","SPIMiniFilter.sys","363300","Software Pursuits Inc."
"FSFilter Activity Monitor","EAAntiCheat.sys","363250","Electronic Arts"
"FSFilter Activity Monitor","RevBitsESMF.sys","363240.5","RevBits LLC"
"FSFilter Activity Monitor","mracdrv.sys","363230","System.Object[]"
"FSFilter Activity Monitor","BEDaisy.sys","363220","BattlEye Innovations"
"FSFilter Activity Monitor","MPKernel.sys","363210","Lovelace Network Tech"
"FSFilter Activity Monitor","NetAccCtrl.sys","363200","LINK co., ltd"
"FSFilter Activity Monitor","NetAccCtrl64.sys","363200","LINK co., ltd"
"FSFilter Activity Monitor","bzsenedrsysdrv.sys","363143","BiZone LLC"
"FSFilter Activity Monitor","bzsenyaradrv.sys","363142","BiZone LLC"
"FSFilter Activity Monitor","bzsenspdrv.sys","363141","BiZone LLC"
"FSFilter Activity Monitor","bzsenth.sys","363140","BiZone LLC"
"FSFilter Activity Monitor","hpreg.sys","363130","HP"
"FSFilter Activity Monitor","QMON.sys","363122","Qualys Inc."
"FSFilter Activity Monitor","qfimdvr.sys","363120","Qualys Inc."
"FSFilter Activity Monitor","QDocumentREF.sys","363110","BicDroid Inc."
"FSFilter Activity Monitor","dsfemon.sys","363100","Topology Ltd"
"FSFilter Activity Monitor","zdpinfrastructure.sys","363040.5","Zscaler Inc."
"FSFilter Activity Monitor","AmznMon.sys","363030","Amazon Web Services Inc"
"FSFilter Activity Monitor","iothorfs.sys","363020","ioScience"
"FSFilter Activity Monitor","ctamflt.sys","363010","ComTrade"
"FSFilter Activity Monitor","psisolator.sys","363000","SharpCrafters"
"FSFilter Activity Monitor","QmInspec.sys","362990","Beijing QiAnXin Tech."
"FSFilter Activity Monitor","HVLMinifilter.sys","362980","HAVELSAN A.Åž"
"FSFilter Activity Monitor","GagSecurity.sys","362970","Beijing Shu Yan Science"
"FSFilter Activity Monitor","vfpd.sys","362962","CyberArk Software"
"FSFilter Activity Monitor","CybKernelTracker.sys","362960","CyberArk Software"
"FSFilter Activity Monitor","filemon.sys","362950","Temasoft S.R.L."
"FSFilter Activity Monitor","SCAegis.sys","362940","Sogou Ltd."
"FSFilter Activity Monitor","fpepflt.sys","362930","ForcePoint LLC."
"FSFilter Activity Monitor","GTVService.sys","362920","GTV VIETNAM TECHNOLOGY"
"FSFilter Activity Monitor","RWLog1.sys","362910.5","ROMWin Co. Ltd"
"FSFilter Activity Monitor","klifks.sys","362902","Kaspersky Lab"
"FSFilter Activity Monitor","klifaa.sys","362901","Kaspersky Lab"
"FSFilter Activity Monitor","Klifsm.sys","362900","Kaspersky Lab"
"FSFilter Activity Monitor","lwdcs.sys","362880.5","Lacework Inc"
"FSFilter Activity Monitor","Spotlight.sys","362870","Cigent Technology Inc"
"FSFilter Activity Monitor","nxrmflt.sys","362860","NextLabs, Inc."
"FSFilter Activity Monitor","vast.sys","362850","ReliaQuest"
"FSFilter Activity Monitor","AALProtect.sys","362840","AlphaAntiLeak"
"FSFilter Activity Monitor","egnfsflt.sys","362830","Egnyte Inc"
"FSFilter Activity Monitor","RsFlt.sys","362820","Redstor Limited"
"FSFilter Activity Monitor","CentrifyFSF.sys","362810","Centrify Corp"
"FSFilter Activity Monitor","Sefo.sys - Bottom","362800","Solusseum Inc"
"FSFilter Activity Monitor","proggerdriver.sys","362790","WaikatoLink Ltd"
"FSFilter Activity Monitor","imfilter.sys","362780","ITsMine"
"FSFilter Activity Monitor","webargus.sys","362775.5","Digital Information Technologies"
"FSFilter Activity Monitor","DSHSM.sys","362770.5","DeepSpace Storage Systems"
"FSFilter Activity Monitor","GraphiteSecureDriver.sys","362750.5","Towers Watson Software"
"FSFilter Activity Monitor","IndigoSecureDriver.sys","362750","Towers Watson Software"
"FSFilter Activity Monitor","SFPMonitor.sys - Bottom","362700","SonicWall Inc"
"FSFilter Activity Monitor","maProtector.sys","361855.5","MarkAny Inc."
"FSFilter Activity Monitor","ceecava.sys","361010.5","Dell Technologies Inc."
"FSFilter Activity Monitor","minispy.sys - Bottom","361000","Microsoft"
"FSFilter Activity Monitor","FileInfo.sys(new)","360500.5","Microsoft"
"FSFilter Undelete","LookoutAccessProtection.sys","347000.5","Lookout"
"FSFilter Undelete","bgprotect.sys","346500.5","Forcepoint LLC."
"FSFilter Undelete","BSSFlt.sys","346000","Blue Shoe Software LLC"
"FSFilter Undelete","ThinIO.sys","345900","ThinScale Technology"
"FSFilter Undelete","hmpalert.sys","345800","SurfRight"
"FSFilter Undelete","nsffkmd64.sys","345700","NetSTAR Inc."
"FSFilter Undelete","nsffkmd32.sys","345700","NetSTAR Inc."
"FSFilter Undelete","xbprocfilter.sys","345600","Zrxb"
"FSFilter Undelete","ifileguard.sys","345500","I-O DATA DEVICE, INC."
"FSFilter Undelete","undelex32.sys","345400","Resplendence Software Projects"
"FSFilter Undelete","undelex64.sys","345400","Resplendence Software Projects"
"FSFilter Undelete","starmon.sys","345300","Kantowitz Engineering, Inc."
"FSFilter Undelete","mxRCycle.sys","345200","Avanquest"
"FSFilter Undelete","UdFilter.sys","345100","Diskeeper Corporation"
"FSFilter Undelete","it2prtc.sys","345040","Soliton Systems K.K."
"FSFilter Undelete","SolRegFilter.sys","345030","Soliton Systems K.K."
"FSFilter Undelete","SolSecBr.sys","345020","Soliton Systems K.K."
"FSFilter Undelete","SolFCLLi.sys","345010","Soliton Systems K.K."
"FSFilter Undelete","WinSetupMon.sys","345102","Microsoft"
"FSFilter Undelete","SolFCL.sys","345000","Soliton Smart Sec"
"FSFilter Undelete","DCVPr.sys","340700","SecurStar GmbH"
"FSFilter Anti-Virus","edrmpav.sys","329440.5","ZandCrafters LLC"
"FSFilter Anti-Virus","brynhildr.sys","329400","Activision Blizzard, Inc."
"FSFilter Anti-Virus","RansomBlock.sys","329390.5","CityRebirth Inc."
"FSFilter Anti-Virus","IstroDrv.sys","329380.5","IstroSec s.r.o."
"FSFilter Anti-Virus","XRFilter.sys","329375","XRITDX"
"FSFilter Anti-Virus","tbmninifilter.sys","329370","Confluera Inc"
"FSFilter Anti-Virus","CovAgent.sys","329365","Field Effect Software"
"FSFilter Anti-Virus","trfsfilter.sys","329360","NetSecurity Corp"
"FSFilter Anti-Virus","SentinelMonitor.sys","329355.5","SentinelOne, Inc."
"FSFilter Anti-Virus","ReveFltMgr.sys","329350","REVE Antivirus"
"FSFilter Anti-Virus","MagicArmorDrv.sys","329345.5","Beijing VEDA Information Technology Co. Ltd"
"FSFilter Anti-Virus","ReveProcProtection.sys","329340","REVE Antivirus"
"FSFilter Anti-Virus","zwPxeSvr.sys","329330","SecureLink Inc."
"FSFilter Anti-Virus","zwASatom.sys","329320","SecureLink Inc."
"FSFilter Anti-Virus","wscm.sys","329310","Fsas Technologies Inc."
"FSFilter Anti-Virus","IMFFilter.sys","329300","IObit Information Tech"
"FSFilter Anti-Virus","CSFlt.sys","329290","ConeSecurity Inc"
"FSFilter Anti-Virus","cfcdrv_unloadable.sys","329270.5","eSentire Inc"
"FSFilter Anti-Virus","rswCatcher.sys","329260.5","Beijing Mike Technology Co., Ltd."
"FSFilter Anti-Virus","PWProtect.sys","329250","PerfectWorld Ltd"
"FSFilter Anti-Virus","Osiris.sys","329240","Binary Defense Systems"
"FSFilter Anti-Virus","ospfile_mini.sys","329230","OKUMA Corp"
"FSFilter Anti-Virus","SoftFilterxxx.sys","329222","WidgetNuri Corp"
"FSFilter Anti-Virus","RansomDefenseCert.sys","329220.5","WidgetNuri Corp"
"FSFilter Anti-Virus","RansomDefensexxx.sys","329220","WidgetNuri Corp"
"FSFilter Anti-Virus","RanPodFS.sys","329210","Pooyan System"
"FSFilter Anti-Virus","ksfsflt.sys","329200","Beijing Kingsoft"
"FSFilter Anti-Virus","DeepInsFS.sys","329190","Deep Instinct"
"FSFilter Anti-Virus","AppCheckD.sys","329180","CheckMAL Inc"
"FSFilter Anti-Virus","spellmon.sys","329170","SpellSecurity"
"FSFilter Anti-Virus","WhiteShield.sys","329160","Meidensha Corp"
"FSFilter Anti-Virus","reaqtor.sys","329150","ReaQta Ltd."
"FSFilter Anti-Virus","SE46Filter.sys","329140","Technology Nexus AB"
"FSFilter Anti-Virus","FileScan.sys","329130","NPcore Ltd"
"FSFilter Anti-Virus","ECATDriver.sys","329120","EMC"
"FSFilter Anti-Virus","pfkrnl.sys","329110","FXSEC LTD"
"FSFilter Anti-Virus","epicFilter.sys","329100","Hidden Reflex"
"FSFilter Anti-Virus","EdnemFsFilter.sys","329090","Dakota State University"
"FSFilter Anti-Virus","b9kernel.sys","329050","Bit9 Inc"
"FSFilter Anti-Virus","AGR_a.sys","329040.7","Agger Labs Ltd."
"FSFilter Anti-Virus","AGR.sys","329040.5","Agger Labs Ltd."
"FSFilter Anti-Virus","WdDevFlt.sys","329030","Microsoft"
"FSFilter Anti-Virus","eeCtrl.sys","329010","symantec"
"FSFilter Anti-Virus","eraser.sys (Retired)","329010","symantec"
"FSFilter Anti-Virus","SRTSP.sys","329000","symantec"
"FSFilter Anti-Virus","SRTSPIT.sys - ia64 systems","329000","symantec"
"FSFilter Anti-Virus","SRTSP64.SYS - x64 systems","329000","symantec"
"FSFilter Anti-Virus","eeCtrl.sys","328960","NortonLifeLock Inc"
"FSFilter Anti-Virus","SRTSP.sys","328950","NortonLifeLock Inc"
"FSFilter Anti-Virus","SRTSP64.sys","328950","NortonLifeLock Inc"
"FSFilter Anti-Virus","a2ertpx86.sys","328920","Emsi Software GmbH"
"FSFilter Anti-Virus","a2ertpx64.sys","328920","Emsi Software GmbH"
"FSFilter Anti-Virus","a2gffx86.sys - x86","328910","Emsi Software GmbH"
"FSFilter Anti-Virus","a2gffx64.sys - x64","328910","Emsi Software GmbH"
"FSFilter Anti-Virus","a2gffi64.sys - IA64","328910","Emsi Software GmbH"
"FSFilter Anti-Virus","a2acc.sys","328900","Emsi Software GmbH"
"FSFilter Anti-Virus","a2acc64.sys on x64 systems","328900","Emsi Software GmbH"
"FSFilter Anti-Virus","eppfilebackup.sys","328890.5","Emsisoft Ltd."
"FSFilter Anti-Virus","MonitoRing.sys","328850.5","Malwarebytes Inc."
"FSFilter Anti-Virus","FlightRecorder.sys","328850","Malwarebytes Corp."
"FSFilter Anti-Virus","upfilt.sys(retired - new altitude allocated)","328820.5","Upsight Security"
"FSFilter Anti-Virus","si32_file.sys","328810","Scargo Inc"
"FSFilter Anti-Virus","si64_file.sys","328810","Scargo Inc"
"FSFilter Anti-Virus","mbam.sys","328800","Malwarebytes Corp."
"FSFilter Anti-Virus","lnvscenter.sys","328780","Lenovo"
"FSFilter Anti-Virus","EnigmaFileMonDriver.sys","328770","EnigmaSoft"
"FSFilter Anti-Virus","KUBWKSP.sys","328750","Netlor SAS"
"FSFilter Anti-Virus","hcp_kernel_acq.sys","328740","refractionPOINT"
"FSFilter Anti-Virus","SegiraFlt.sys","328730","Segira LLC"
"FSFilter Anti-Virus","wdocsafe.sys","328722","Cheetah Mobile Inc."
"FSFilter Anti-Virus","lbprotect.sys","328720","Cheetah Mobile Inc."
"FSFilter Anti-Virus","eamonm.sys","328700","ESET, spol. s r.o."
"FSFilter Anti-Virus","snpavdrv.sys","328660","Security Code LLC"
"FSFilter Anti-Virus","klam.sys","328650","Kaspersky Lab"
"FSFilter Anti-Virus","MaxProc64.sys","328620","Max Secure Software"
"FSFilter Anti-Virus","MaxProtector.sys","328610","Max Secure Software"
"FSFilter Anti-Virus","maxcryptmon.sys","328601","Max Secure Software"
"FSFilter Anti-Virus","SDActMon.sys","328600","Max Secure Software"
"FSFilter Anti-Virus","TmKmSnsr.sys","328550","Trend Micro Inc."
"FSFilter Anti-Virus","fileflt.sys","328540","Trend Micro Inc."
"FSFilter Anti-Virus","TmEsFlt.sys","328530","Trend Micro Inc."
"FSFilter Anti-Virus","TmEyes.sys","328520","Trend Micro Inc."
"FSFilter Anti-Virus","tmevtmgr.sys","328510","Trend Micro Inc."
"FSFilter Anti-Virus","tmpreflt.sys","328500","Trend"
"FSFilter Anti-Virus","vcMFilter.sys","328400","SGRI Co., LTD."
"FSFilter Anti-Virus","SAFsFilter.sys","328300","Lightspeed Systems Inc."
"FSFilter Anti-Virus","vsepflt.sys","328200","VMware, Inc."
"FSFilter Anti-Virus","VFileFilter.sys(renamed)","328200","VMware, Inc."
"FSFilter Anti-Virus","sfavflt.sys","328130","Sangfor Technologies"
"FSFilter Anti-Virus","sfavflt.sys","328120","Sangfor Technologies"
"FSFilter Anti-Virus","drivesentryfilterdriver2lite.sys","328100","DriveSentry Inc"
"FSFilter Anti-Virus","WdFilter.sys","328010","Microsoft"
"FSFilter Anti-Virus","mpFilter.sys","328000","Microsoft"
"FSFilter Anti-Virus","QEliminate.sys","327900.5","Qualys, Inc."
"FSFilter Anti-Virus","vrSDetri.sys","327801","ETRI"
"FSFilter Anti-Virus","vrSDetrix.sys","327800","ETRI"
"FSFilter Anti-Virus","AhkSvPro.sys","327720","Ahkun Co., Ltd."
"FSFilter Anti-Virus","AhkUsbFW.sys","327710","Ahkun Co., Ltd."
"FSFilter Anti-Virus","AhkAMFlt.sys","327700","Ahkun Co., Ltd."
"FSFilter Anti-Virus","majoradvapi.sys","327680","Beijing Majorsec"
"FSFilter Anti-Virus","PSINPROC.SYS","327620","Panda Security"
"FSFilter Anti-Virus","PSINFILE.SYS","327610","Panda Security"
"FSFilter Anti-Virus","amfsm.sys - Windows XP/2003 x64","327600","Panda Security"
"FSFilter Anti-Virus","amm8660.sys - Windows Vista x86","327600","Panda Security"
"FSFilter Anti-Virus","amm6460.sys - Windows Vista x64","327600","Panda Security"
"FSFilter Anti-Virus","SeeLithium.sys","327570.5","SEE-GAME Kft."
"FSFilter Anti-Virus","PerfectWorldAntiCheatSys.sys","327560","Perfect World Co. Ltd"
"FSFilter Anti-Virus","ADSpiderDoc.sys","327550","Digitalonnet"
"FSFilter Anti-Virus","BkavAutoFlt.sys","327542","Bkav Corporation"
"FSFilter Anti-Virus","BkavSdFlt.sys","327540","Bkav Corporation"
"FSFilter Anti-Virus","easyanticheat.sys","327530","EasyAntiCheat Solutions"
"FSFilter Anti-Virus","5nine.cbt.sys","327520","5nine Software Inc."
"FSFilter Anti-Virus","caavFltr.sys","327510","Computer Assoc"
"FSFilter Anti-Virus","ino_fltr.sys","327500","Computer Assoc"
"FSFilter Anti-Virus","SECOne_USB.sys","327426","GRGBanking Equipment"
"FSFilter Anti-Virus","SECOne_Proc10.sys","327424","GRGBanking Equipment"
"FSFilter Anti-Virus","SECOne_REG10.sys","327422","GRGBanking Equipment"
"FSFilter Anti-Virus","SECOne_FileMon10.sys","327420","GRGBanking Equipment"
"FSFilter Anti-Virus","WCSDriver.sys","327410","White Cloud Security"
"FSFilter Anti-Virus","360qpesv.sys","327404","360 Software (Beijing)"
"FSFilter Anti-Virus","dsark.sys","327402","Qihoo 360"
"FSFilter Anti-Virus","360avflt.sys","327400","Qihoo 360"
"FSFilter Anti-Virus","sciptflt.sys","327334","SECUI Corporation"
"FSFilter Anti-Virus","scifsflt.sys","327333","SECUI Corporation"
"FSFilter Anti-Virus","ANVfsm.sys","327310","Arcdo"
"FSFilter Anti-Virus","CDrRSFlt.sys","327300","Arcdo"
"FSFilter Anti-Virus","mfdriver.sys","327250","Imperva Inc."
"FSFilter Anti-Virus","EPSMn.sys","327200","SGA"
"FSFilter Anti-Virus","TxFileFilter.sys","327160","Beijing Venus"
"FSFilter Anti-Virus","VTSysFlt.sys","327150","Beijing Venus"
"FSFilter Anti-Virus","TesMon.sys","327130","Tencent"
"FSFilter Anti-Virus","QQSysMonX64.sys","327125","Tencent"
"FSFilter Anti-Virus","QQSysMon.sys","327120","Tencent"
"FSFilter Anti-Virus","TSysCare.sys","327110","Shenzhen Tencent Computer Systems Company Limited"
"FSFilter Anti-Virus","TFsFlt.sys","327100","Shenzhen Tencent Computer Systems Company Limited"
"FSFilter Anti-Virus","avmf.sys","327000","Authentium"
"FSFilter Anti-Virus","BDFileDefend.sys","326916","Baidu (beijing)"
"FSFilter Anti-Virus","BDsdKit.sys","326914","Baidu online network technology (beijing)Co., Ltd"
"FSFilter Anti-Virus","bd0003.sys","326912","Baidu online network technology (beijing)Co., Ltd"
"FSFilter Anti-Virus","Bfilter.sys","326910","Baidu (Hong Kong) Limited"
"FSFilter Anti-Virus","NeoKerbyFilter","326900","NeoAutus"
"FSFilter Anti-Virus","egnfsflt.sys","326830","Egnyte Inc"
"FSFilter Anti-Virus","RsFlt.sys","326820","Redstor Limited"
"FSFilter Anti-Virus","trpmnflt.sys","326810","TRAPMINE A.S."
"FSFilter Anti-Virus","PLGFltr.sys","326800","Paretologic"
"FSFilter Anti-Virus","WrdWizSecure64.sys","326730","WardWiz"
"FSFilter Anti-Virus","wrdwizscanner.sys","326720","WardWiz"
"FSFilter Anti-Virus","AshAvScan.sys","326700","Ashampoo GmbH & Co. KG"
"FSFilter Anti-Virus","Zyfm.sys","326666","ZhengYong InfoTech LTD."
"FSFilter Anti-Virus","csaav.sys","326600","Cisco Systems"
"FSFilter Anti-Virus","oavfm.sys","326550","HSM IT-Services Gmbh"
"FSFilter Anti-Virus","SegMD.sys","326520","Segurmatica"
"FSFilter Anti-Virus","SegMP.sys","326510","Segurmatica"
"FSFilter Anti-Virus","SegF.sys","326500","Segurmatica"
"FSFilter Anti-Virus","eeyehv.sys","326400","eEye Digital Security"
"FSFilter Anti-Virus","eeyehv64.sys","326400","eEye Digital Security"
"FSFilter Anti-Virus","CpAvFilter.sys","326311","CodeProof Technologies Inc"
"FSFilter Anti-Virus","CpAvKernel.sys","326310","CodeProof Technologies Inc"
"FSFilter Anti-Virus","NovaShield.sys","326300","Securitas Technologies,Inc."
"FSFilter Anti-Virus","SheedAntivirusFilterDriver.sys","326290","SheedSoft Ltd"
"FSFilter Anti-Virus","bSyirmf.sys","326260","BLACKFORT SECURITY"
"FSFilter Anti-Virus","bSysp.sys","326250","BLACKFORT SECURITY"
"FSFilter Anti-Virus","bSydf.sys","326240","BLACKFORT SECURITY"
"FSFilter Anti-Virus","bSywl.sys","326235","BLACKFORT SECURITY"
"FSFilter Anti-Virus","bSyrtm.sys","326230","BLACKFORT SECURITY"
"FSFilter Anti-Virus","bSyaed.sys","326220","BLACKFORT SECURITY"
"FSFilter Anti-Virus","bSyar.sys","326210","BLACKFORT SECURITY"
"FSFilter Anti-Virus","BdFileSpy.sys","326200","BullGuard"
"FSFilter Anti-Virus","npxgd.sys","326160","INCA Internet Co., Ltd"
"FSFilter Anti-Virus","npxgd64.sys","326160","INCA Internet Co., Ltd"
"FSFilter Anti-Virus","tkpl2k.sys","326150","INCA Internet Co., Ltd"
"FSFilter Anti-Virus","tkpl2k64.sys","326150","INCA Internet Co., Ltd"
"FSFilter Anti-Virus","GKFF.sys","326140","INCA Internet Co., Ltd"
"FSFilter Anti-Virus","GKFF64.sys","326140","INCA Internet Co., Ltd"
"FSFilter Anti-Virus","tkdac2k.sys","326130","INCA Internet Co., Ltd"
"FSFilter Anti-Virus","tkdacxp.sys","326130","INCA Internet Co., Ltd"
"FSFilter Anti-Virus","tkdacxp64.sys","326130","INCA Internet Co., Ltd"
"FSFilter Anti-Virus","tksp2k.sys","326120","INCA Internet Co., Ltd"
"FSFilter Anti-Virus","tkspxp.sys","326120","INCA Internet Co., Ltd"
"FSFilter Anti-Virus","tkspxp64.sys","326120","INCA Internet Co., Ltd"
"FSFilter Anti-Virus","tkfsft.sys","326110","INCA Internet Co., Ltd"
"FSFilter Anti-Virus","tkfsft64.sys - 64bit","326110","INCA Internet Co., Ltd"
"FSFilter Anti-Virus","tkfsavxp.sys - 32bit","326100","INCA Internet Co., Ltd"
"FSFilter Anti-Virus","tkfsavxp64.sys - 64bit","326100","INCA Internet Co., Ltd"
"FSFilter Anti-Virus","SMDrvNt.sys","326040","AhnLab, Inc."
"FSFilter Anti-Virus","ATamptNt.sys","326030","AhnLab, Inc."
"FSFilter Anti-Virus","V3Flt2k.sys","326020","AhnLab, Inc."
"FSFilter Anti-Virus","V3MifiNt.sys","326010","Ahnlab"
"FSFilter Anti-Virus","V3Ift2k.sys","326000","Ahnlab"
"FSFilter Anti-Virus","V3IftmNt.sys (Old name)","326000","Ahnlab"
"FSFilter Anti-Virus","ArfMonNt.sys","325990","Ahnlab"
"FSFilter Anti-Virus","AhnRghLh.sys","325980","Ahnlab"
"FSFilter Anti-Virus","AszFltNt.sys","325970","Ahnlab"
"FSFilter Anti-Virus","OMFltLh.sys","325960","Ahnlab"
"FSFilter Anti-Virus","V3Flu2k.sys","325950","Ahnlab"
"FSFilter Anti-Virus","TfFregNt.sys","325940","AhnLab Inc."
"FSFilter Anti-Virus","AdcVcsNT.sys","325930","Ahnlab"
"FSFilter Anti-Virus","trinetradr.sys","325875.5","Centre for Development of Telematics"
"FSFilter Anti-Virus","vcdriv.sys","325820","Greatsoft Corp.Ltd"
"FSFilter Anti-Virus","vcreg.sys","325810","Greatsoft Corp.Ltd"
"FSFilter Anti-Virus","vchle.sys","325800","Greatsoft Corp.Ltd"
"FSFilter Anti-Virus","NxFsMon.sys","325700","Novatix Corporation"
"FSFilter Anti-Virus","LiveGuardAntiCheat.sys","325650","LiveGuard Software Ltd."
"FSFilter Anti-Virus","AntiLeakFilter.sys","325600","Individual developer (Soft3304)"
"FSFilter Anti-Virus","NanoAVMF.sys","325510","Panda Software"
"FSFilter Anti-Virus","shldflt.sys","325500","Panda Software"
"FSFilter Anti-Virus","nprosec.sys","325410","Norman ASA"
"FSFilter Anti-Virus","nregsec.sys","325400","Norman ASA"
"FSFilter Anti-Virus","issregistry.sys","325300","IBM"
"FSFilter Anti-Virus","THFilter.sys","325200","Sybonic Systems Inc"
"FSFilter Anti-Virus","BlockbitXDRMinifilter.sys","325150.5","Blockbit Technology Ltd."
"FSFilter Anti-Virus","pervac.sys","325100","PerSystems SA"
"FSFilter Anti-Virus","avgmfx86.sys","325000","AVG Grisoft"
"FSFilter Anti-Virus","avgmfx64.sys","325000","AVG Grisoft"
"FSFilter Anti-Virus","avgmfi64.sys","325000","AVG Grisoft"
"FSFilter Anti-Virus","avgmfrs.sys (retired)","325000","AVG Grisoft"
"FSFilter Anti-Virus","FortiAptFilter.sys","324930","Fortinet Inc."
"FSFilter Anti-Virus","fortimon2.sys","324920","Fortinet Inc."
"FSFilter Anti-Virus","fortirmon.sys","324910","Fortinet Inc."
"FSFilter Anti-Virus","fortishield.sys","324900","Fortinet Inc."
